tweet,text_label
its hilarious to see the theatlantic feign objectivity while goose stepping to the nazi hive mind of the left,bullying
im sick of the the democrats didnt kiss my ass enough so i just sat home and let a racist nazi conman become president ex,bullying
bitch  you dont even know how to spell tap correctly  dont act like a grammar nazi  stick to being a regular nazi  ht,bullying
nra what an ignorant nasty human  i just cant say what contempt i have for this nazi bitch,bullying
a nazi troll is outed by the extreme right as they infight  he calls himself altright  dont buy it just because],bullying
if you dont see a parallel between this administration and nazi germany youre not reading the tea leaves  votevets mad,bullying
no one who published the argument hang richard spencer wouldve been hired  but being a nazi is constitutionally,bullying
a privileged white kid from vermont  with mainstream republican parents  who went from gamergater to fullon nazi  tell m,bullying
retweet this if you think that mrpatriarch is a nazi,bullying
and you are probably a nazi,bullying
fuck it bitch come to where i do boxing we will have a match ill fucking smash your face in and get all my friends,bullying
young blood is the next single  and there is going to be a fucking music video  bitch what the fuck are they,bullying
tbh i am so against the idea men are trash cuz men are amazing humans  as a kim seokjin hell protect you  love you and ear],bullying
you are a whittle bitch,bullying
you are a bitch made nigger,bullying
you are literally one of the most retarded people i have ever met  and i feel sorry fo,bullying
realdonaldtrump: you are one lying son of a bitch  it would be one thing if you could lie  and lie well; but you can,bullying
hillaryclinton  you are no leader your a scum bag piece of shit that needs to die a painfu,bullying
yet  here you areattacking children for standing up for their beliefs  take a seat  you little bitch,bullying
hyyh said fuck you bitch bet you thought youd seen the last of me,bullying
 idgaf if im a crybaby if my feelings hurt that bad im gone cry  fuck you,bullying
i aint begging nobody for their attention fuck your attention and fuck you,bullying
tacobell no longer offers the cheesy gordita crunch with the cravings deal anymore  fuck you guys  not knowing wh,bullying
lil nigga better mind what you say  little fuck boy,bullying
fuck my life cant save that girl  dont tell me you can save that shit,bullying
my ability to wish you well and not give a fuck about you at the same time is amazing,bullying
go back to worshipping cows you dumb fuck,bullying
fuck you,bullying
i read somewhere that you are gay or bisexual or pansexual or what the fuck ever  is that true  because im not interest,bullying
fuck you man patience is a virtue,bullying
kys fag ur just jealous,bullying
kys ugly,bullying
kys polacke  still enough to invade your fucked up country,bullying
kys faggot,bullying
kys x,bullying
no professional or adaptation   kys bitch   fuck you  girl ive been trying damn ,bullying
kys faggot,bullying
kys its the only option,bullying
 kys cuck,bullying
stfu kys,bullying
max laura fucking stop  youre being an overdramatic asshole dont say dumb shit like this bc we both kn],bullying
did you get so desperate that you tried suck yourself off whore  myslave blackmail pathetic,bullying
when your master asks  you fucking obey bitches  remember youre my slave and deserve nothing in this world send m,bullying
nobody cares sharon  you pathetic loser,bullying
quoting from hannitythe biggest liar in congress  you are a pathetic loser  a political hack,bullying
realdonaldtrump you are a ballless wonder  instead of a useless trip  you should have been doing you,bullying
he is such a pathetic loser  russia  russia russia  with no proof  what a buffoon,bullying
donald trump is a idiot and a pathetic loser and liar and the king of fake news,bullying
this guy jimmykimmel is a total moron  typical hypocritical libtard  you cant make fun o,bullying
joe you are a pathetic midget  go back to the s loser the trump train is going to roll over you],bullying
oh look another pathetic liberal puke laylah  your profile s,bullying
last night  horny pathetic loser rubbed herself raw over disney fuck doll debby ryan  leave comments telli,bullying
what a pathetic loser  to think  i admired that sucka** at one point,bullying
are u bitter because ur a pathetic fat slob  or just sore that your parents raised you to be a sad  pat,bullying
pathetic losers  send me your money paypig findom fendom cashslave],bullying
broke pathetic liberals tell me that all the time  if i cared what a loser h,bullying
realdonaldtrump you are such a pathetic  whiny  arrogant loser  waaaa china is being unfair lemme sink america fur,bullying
you are a pathetic slave with no life  thats why you tribute  you dont need money you dont go out findom fi,bullying
you just want attension because now you are a nobody  pussy,bullying
hey old man if i were you i would keep your fuck mouth shut   u fuck pussy u talk big behind a c,bullying
ooh please you are totally fine  dont be such a pussy,bullying
why dont you  them or are you too much of a pussy to do that or maybe its coz your irrelevant,bullying
are you a man  or a mouse  stop begging and act  pussy,bullying
you are like those doctors that play doctors  you play tough guys but you are a complete pussy,bullying
this is why you are a pussy khabib  you laugh inside  shut up you vagina  you pick on som,bullying
dloesch yeah  i am sure your god approves of a bullying  serial cheating  lying  pussy grabbin,bullying
i think all cishet men should have to take a class called how to shut the fuck up and just suck a pussy before they,bullying
hello jodi how are you baby may i have a photo from your pussy ,bullying
this whole group thug mentality doesnt make you tough  it makes you a pussy  i dont care who you are,bullying
youre a pussy and i hope just for this a pitbull bites you in your ass for judging him but youll be mad,bullying
 he is a gangster you are a pussy,bullying
you fucking pussy tough when you got your team around vs  guy when shit comes down to it you hide like a little bitch you are,bullying
josephliberal realdonaldtrump i guess you forgot  grab em by the puss,bullying
realjameswoods oh god what a pussy you are  pick up any current archaeolo,bullying
stop crying moron are you a fighter or a pussy  do you want to be famous  ohh thats the problem,bullying
you are a pussy,bullying
you are a pussy for what you did i was a fan not anymore you douche  you should be ashamed man,bullying
president trump is doing what the dems promised for  years and did nothing you are an asshole,bullying
realdonaldtrump mr donald trump you are the worst person that exists in the usa as a person you look like a hitler,bullying
 lmao how are you going to be an asshole to me of all people,bullying
if we are friends you know this about me  im impulsive as shit im an asshole but also honest im self destruct],bullying
theellenshow kamalaharris ellen  you are almost as big an asshole as harris is,bullying
another loony   but with respect we have an asshole owner at newcastle too lets hope we get rid howev,bullying
i have learned that when people say hes fine once you get to know him they are basically saying hes an asshole  but youl],bullying
realdonaldtrump you are such an asshole,bullying
hey  jethro  youre crying  why are you crying  everyone knows why  youre crying b],bullying
our traffic issues arent as much a congestion problem  as they are an asshole problem  you guys need to think outside the box,bullying
men who decided to be violent rhetorical bomb throwers are finding out their words have consequences  youre an asshole  k,bullying
davidhogg gaepol and you  sir  are an asshole,bullying
what are you gaining from being an asshole,bullying
jimmykimmel you are an asshole,bullying
you are a lying piece of shit  seyong: and youre an asshole who thinks they can whatever they want  well too bad th,bullying
correct but it does prove that you are an intolerant douche bag asshole,bullying
america is so racist and contradicting this worthless orange cheeto bozo the clown has been doing nothing right his,bullying
theellenshow kamalaharris yeah  a worthless piece of shit  you thought her joke about killing the president was f,bullying
how about it is because you are a shady worthless piece of amphibian shit you fuckin hag  how about the nation does,bullying
you showed your true colors  you are a freaking gold digger and you cant deny that  go fuck a spoon  you worthless,bullying
you are nothing but a fucking liar  about everything  and you know it  you worthless piece of shit,bullying
jimmykimmel you are such a worthless piece of shit  go fuck yourself,bullying
legit you have no one backing you up because of how much of a cunt you are how would you li,bullying
ivankatoworkday fuck you piece of shits liberal  all you do is insulting successful people  you are failu,bullying
really  kid is obnoxious for applying to  schools  you are a worthless piece of shit lady  fuck you,bullying
jimmykimmellive what a worthless piece of shit you are  feel better picking on our first lady,bullying
are you salivating  some worthless piece of shit needs to keep these clean lickthemcleanbitch dom footfetish bri,bullying
realdonaldtrump i call bullshit presidentshitbrains  you are a worthless piece of shit  a con artist  the lowest,bullying
jimmykimmellive you are a worthless piece of shit a f******* a** whole you need to be taken off the air  how dar,bullying
realdonaldtrump trump  you really are a insecure worthless piece of shit  when did obama ever brag about his approval ratings,bullying
in other words you are a fucking worthless piece of shit realdonaldtrump  diealready,bullying
you are a piece of shit how about leave america you worthless human being wishing death on anyone makes you a coward,bullying
keevonnacantewilson you worthless piece of shitkarma is a bitch and hopefully you get what you deserve fold,bullying
well it beats being a piece of shit like you  i,bullying
bullshit  you worthless piece of shit  your whole agenda for wisconsin has been about fucking over you,bullying
once again you are showing the world how incompetent and ignorant you really are  thanks for destroying our country,bullying
therealroseanne youre not a stupid billie you are a piece of worthless shit,bullying
realdonaldtrump you did start a trade war and you are nothing but a worthless racist lying piece of shit  you shou,bullying
what do you mean what are you an idiot,bullying
what you are an idiot,bullying
 * well i was also pranking you too because you can be a bit of a bitch at times so i thought  if you a,bullying
you mr de niro are an idiot,bullying
you just showed what an idiot you are today  head back to the soccer stadiums you hooligan  you dont deserve to be in mma,bullying
jimmyfallon you are an idiot  i dont watch your sorry ass anymore,bullying
realdonaldtrump your such an idiot  maybe you want what is happening in london to be happening here  you,bullying
seanhannity you are an idiot,bullying
you are such an idiot  look at dave gettlemans draft histor,bullying
glennbeck dloesch bluelivesmatter so that means d,bullying
this is the point in the conversation when it becomes obvious that you are interacting with an idiot,bullying
realdonaldtrump you are truly an idiot,bullying
you are an idiot,bullying
im a fan  time to get off the twitter sidelines  realdonaldtrump is an incompet,bullying
you are an idiot,bullying
if youre not against trump by now  you are an idiot  senator,bullying
you are an idiot,bullying
realdonaldtrump ted  are you that much of an idiot that you dont realize that obama isn,bullying
you sir are an idiot  seem still hung up on barack being president,bullying
if you think that illegals arent a threat  you are an idiot  one only needs to look at the european countries to know,bullying
im sorry but you are an actual fricken idiot,bullying
you are an idiot  privilege of course,bullying
oh bullshit realdonaldtrump  you lost the popular vote because most of us know what an incompetent idiot you are,bullying
hey old goper you are an idiot i bet you do not live in texas do you you leftys are so stupid and h,bullying
realdonaldtrump you are an ffn idiot,bullying
if you allow your god given right (not dependent on the constitution) to be taken from you  then you are an idiot a,bullying
realdonaldtrump we cannot let you continue  you bloated boob  i mean  really donny  you are a fools buffoon  betw,bullying
realdonaldtrump do you see any borders on the globe from space  no idiot  i dont exp,bullying
it happens when you are an idiot,bullying
oh boy  non arguments  my favorite  do you want a real answer or do you w,bullying
robert nobody cares about your opinion either  you really should just keep your mouth shut and not sho,bullying
nobody with half a brain cares about you opinion  youre a deep state swamp creature whos true intent],bullying
ah reverting to name calling  typical  you can fuck right off  nobody cares about your opinion,bullying
nobody takes you serious  tweets  just a paid israe,bullying
not you too nobody cares about these whores,bullying
again you were on a online season  nobody cares about your opinion,bullying
oh who cares nobody but you really cares anything about trumps personal life i sure dontget over your loss,bullying
nobody cares about your talent or genetics show us how bad you want it tur usa istanbul chicago life,bullying
nobody really cares about you   dont let them lie to u,bullying
dloesch nobody cares abt gun mfrs profits  you people are irrationally obsessed w,bullying
de niro  nobody cares about a mega rich old mans opinion on politics  life h,bullying
are you protected by a wall or people with guns  maybe not your such a hasbeen nobody cares about you,bullying
nobody cares about you anymore  you stopped being a fighter a while ago  conormcgregor boxing clown punk,bullying
nobody gives a damn twit  america cares about real news that affects them  you are a talking he,bullying
folk will never understand how much a fucking hate this boy genuinely feel ma blood boiling every time a see his puss on ma t,bullying
 fucking penalty miss in a fucking row out of  games you fucking cunt  how that realistic and what fucking worst,bullying
sxdlymxdi is a cunt ass mother fucking bitch  happy,bullying
what a fucking cunt,bullying
conor should be fucking deported at this rate grade a cunt  this isnt a guy throwing a boomerang at a racist who in],bullying
hey you stupid cunt your a fucking dumb shit you know that oh yeah by the way your a pussy,bullying
another nasty piece of shit cunt whos getting off on getting her fucking asshole blown apart,bullying
fucking cunt meet me in asda,bullying
fucking lazy cunt,bullying
oi you fucking oddball  stop chatting shit  stupid cunt,bullying
backing up his pal artem  showing that russian cunt who hes fucking with,bullying
the man fucking killed a cunt of course hes going to be arrested doesnt mean hes gonna charged jesus christ,bullying
cant fucking believe some drivers  almost had a head on collision both doing  because some impatient cunt over t,bullying
conor mcgregor is no fucking gangster  his a fucking clown whos becoming more famous for being a cunt than a fighter & khab,bullying
you wanted the beast  you fucking cunt  well now you gonna fucking get him,bullying
nigger gyal did u get my text,bullying
i never get fucked by a nigger  a muslim or a jew in al my entire life  fuck those assholes who tell,bullying
take your white women and go then nigger,bullying
hush little nigger dont say a word,bullying
you nigger,bullying
might go home today so be ready to suck dick in a call nigger man,bullying
you dumb nigger  you had your chance to do something when osama obama was president  y,bullying
what about beating up white people that say nigger and posting it on social media,bullying
hey steve  nigger is a word too  should we continue to use that one you fucking douchebag,bullying
what a fag,bullying
meaht what a fag lol,bullying
pull up to rape a fag in a bmw  what do you drive fag,bullying
what should i call you  a pimp  loser  cuck  sissyslut  fag  cunt  homewrecker  pathetic hand fucker  tinywinne,bullying
another insecure fag  what a suprsie,bullying
look what you could be allowed to worship  prove to me youre a good slave findom domme findomme femdom femdomme,bullying
arran   mins after having a fag because he sat down for a meal: you know whats gonna be nice  a fag,bullying
what happened to that enravish kid he was a fag lol,bullying
and why do you care what i say  lol looks like you have a crush you creepy fag,bullying
sneadi punches fameles shit nvm lol also was beating women what a idiot fag,bullying
seedy sneedy punches pocs but also is going to hell what a fag,bullying
stages of realising and accepting that you are a white inferior fag mistress invites some of sirs mates over so yo,bullying
vin diesels a closet fag  i dont know what the rock is worried about  he his made more money in one yea,bullying
ah got ya and hm  what a fag thanks,bullying
wow what a fag,bullying
why the fuck do you have that worthless conspiracy theory slut therealroseanne on your network  you guys nee,bullying
there it is  the face of a true cock slut  no matter how degraded you feel  you love this  this is what you live for,bullying
 ill tie you up like the slut you are and stuff my big fat cock up your mouth  and throat fuck you like a wild animal,bullying
naw  you would just have a disgustingly fat ass and would be pimped out to every wannabe thug rapper unt,bullying
you grubby cunts  there is a line and you crossed it during steve smiths in,bullying
ingrahamangle you are a short  fat  slut,bullying
your big white booty deserves a big black cock and you are getting it  slut throw your fat arse back on daddy,bullying
i bet your loving it knowing you are grossly fat  ugly you have the losest pussy ever  your body is cov,bullying
tomilahren i will prove you are a retard  you give me your address and then threaten me and its all in writing lol,bullying
you are a fing retard  he never said that  get your,bullying
you sound like a retard i wonder what you are doing on twittera,bullying
ingrahamangle foxnews you are a fucking retard  davidhogg,bullying
holy shit you are a fooking retard  i guess thats what happens when you take too many shots to the noggin  eh  roid raging pos,bullying
conor youre a fucking retard what the fuck are you at like ufc,bullying
nor did i solicit yours  are you a retard i think perhaps you are,bullying
realdonaldtrump  did your big fat stupid ass say today the military should help build your dumb as a b,bullying
if you are supporting a criminal just because he is an actor you like  then you are a retard  youre a wasting earths,bullying
are you a retard  he is never going to fight mma again,bullying
sure  jajajajaja  youre a fucking bastard  liar  retard  but muslims w,bullying
you are a fucking retarddude gtfo the internet lol  loser,bullying
dude i was trying to be nice  but you are a fucking retard  between the match wit,bullying
if you are a left wing retard this is your twisted logic   year old pensioner attacked by two armed criminals hal,bullying
the man who has a hundered hunderedshmmm what a retard you are,bullying
because of automation you retard  jobs are lost if you have kids or grandkids  you shou,bullying
you are a retard if you dont think so,bullying
haha  you are a fkn window licking retard,bullying
jimmykimmel trump attacks are getting old jimmyyou are a piece of shit isnt it your kid born defective or b,bullying
pakis are deprived of reasoning capabilities and therefore i dont judge them  i mean do you judge a retard for bei,bullying
roger  i have a nagging question ive been dying to ask you: are you a fckn retard or just a plain scammer or both,bullying
loganpaul such a retard you are,bullying
yeah true jason you are a fat spengling dog noncing retard,bullying
so coming out of his own mouth isnt good enough  are you a retard  so if someone says the,bullying
wake up retard you lost to my team in an online tourney remember the one where you lost,bullying
weird argument are you trying to prove salman khan would kill a rhino in assam and an elephant in kere,bullying
yeah very cool if you are a retard and need help from a computer doing groceries,bullying
why the hell are you doing another  hours for one little extra tweet he missed  last one was  posts of,bullying
 you are a retard,bullying
 so they came to play football and got pelted with stones and bottles  aka deadly weapons like theyre,bullying
realdonaldtrump you are such a retard  i love the third grade comments,bullying
realdonaldtrump sir  theyre not honest at all you retard  they made a story with trumps parents who h],bullying
as a man thinks in his heart  so he is  you are a retard if buhari is your yardstick for good governance,bullying
kamalaharris i guess you are just a nasty libtard like the rest of snowflakes,bullying
this fucking guy is so unsocial  who the fuck runs this account  whoever you aretell the soci,bullying
wait a minute  are you saying the magicians is a libtard myth  those dirty scoundrels  t,bullying
so i was wrong  ill admit just because you look like a female junkie doesnt mean that you are  h,bullying
you are proving yourself to be a good little libtard  make a claim and then,bullying
seanhannity johnkerry ~ you really are a special little libtard,bullying
stevescalise realdonaldtrump another leftist libtard hater assuming and using god with their hatef,bullying
jimmykimmel figures an asshole like you would insult a woman like mrs trump  jerkoff that you are  libtard,bullying
seanhannity realdonaldtrump many people think you are a libtard moron,bullying
oregongovbrown realdonaldtrump you are an idiot  if he federalizes them they dont work for you  btw an uninsure,bullying
but its cool i know your a retired nurse and a libtard who retweets bots accounts,bullying
foxandfriends typical libtard what truths are you speaking abo,bullying
so disappointed you are a libtard  you are a pussy,bullying
fuck you lady  its libtard assholes like you that are ruining this country  instead of helping to secure our board,bullying
seanhannity that all you got  kermit the frog   ~ you are a special,bullying
no we are not  but you are a race baiting libtard jackwagon,bullying
you wont get anyone for this challenge  after snowflake  libtard  and a ton of graphics  they are done,bullying
i will follow you if you are not a libtard muslim  or you ate involved with blm i am a er,bullying
michaelianblack ur a child  an ostrich w/ your head in the sand pretending that you live in a world w/ cotton cand,bullying
foxnews not to all the ppl i know that live there they love it and its not libtardi suspect you are a trump toesucker,bullying
